id,time,gesture_id,gesture_name,s1,s2,s3,s4,s5,s6,s7,s8,quat_w,quat_x,quat_y,quat_z
a3cf406bc3794937ab0734ff8be2ebf5,1745944897.707943,0,Rest,23,21,25,24,27,22,94,24,0.77520751953125,-0.51519775390625,0.0435791015625,0.36279296875
1ec335fb0d7f47bb8e3f160fa9c8a6b1,1745944897.739564,0,Rest,20,21,22,26,24,22,94,20,0.7757568359375,-0.51483154296875,0.04241943359375,0.3623046875
aff494470b7b46ec91338014f479c5a1,1745944897.755404,0,Rest,22,22,22,22,32,35,69,22,0.7764892578125,-0.5145263671875,0.04095458984375,0.3614501953125
40333dd3bc48483b886ce23525ba4197,1745944897.773816,0,Rest,25,22,23,25,33,40,69,22,0.77734375,-0.51397705078125,0.03973388671875,0.36053466796875
5d79730b56594e329e9853983f4ed0eb,1745944897.803181,0,Rest,24,20,22,25,33,40,65,22,0.77825927734375,-0.512939453125,0.03924560546875,0.36004638671875
f1adda8f126a4f41af84964a4d7ebb42,1745944897.81924,0,Rest,24,20,19,24,31,42,63,22,0.779052734375,-0.51202392578125,0.0391845703125,0.35968017578125
0c4977eb4c6b49c989084e065ade9910,1745944897.834921,0,Rest,25,20,20,26,32,41,62,22,0.7799072265625,-0.51104736328125,0.03912353515625,0.359130859375
3d8c846cb1d94ebab15a923ac52b3078,1745944897.85065,0,Rest,25,20,23,26,27,29,40,24,0.780517578125,-0.51043701171875,0.03924560546875,0.35870361328125
d77e7766a946436bb81a36bbae042d1c,1745944897.882319,0,Rest,21,20,22,25,25,25,33,24,0.78076171875,-0.51019287109375,0.03961181640625,0.35845947265625
e14c0037f1cc4e07b636d97728ffe7bc,1745944897.898164,0,Rest,24,23,22,24,23,24,31,25,0.78009033203125,-0.5111083984375,0.0400390625,0.35858154296875
03ad8e3eaee446b397a96d1c75bd4e81,1745944897.91398,0,Rest,23,22,21,26,23,22,30,26,0.778076171875,-0.513916015625,0.04058837890625,0.35888671875
c5f0ee3e71d64abe99f868173701fabe,1745944897.945705,0,Rest,24,22,21,23,23,22,26,26,0.77471923828125,-0.5185546875,0.041015625,0.35943603515625
2600e6111e664096be912bd6b3652cca,1745944897.961979,0,Rest,25,22,18,24,19,23,25,26,0.77093505859375,-0.52398681640625,0.04156494140625,0.359619140625
2402fbcfed564084962a66b1f0cdb26b,1745944897.984087,0,Rest,25,24,18,25,18,20,26,26,0.76806640625,-0.52838134765625,0.0419921875,0.3592529296875
711023f05e164401a24a038cd5809367,1745944898.009818,0,Rest,24,21,19,26,20,23,27,26,0.7666015625,-0.53076171875,0.04266357421875,0.35888671875
2f5035b359c2440c95e8ba813c91bb1a,1745944898.009818,0,Rest,26,22,20,24,21,21,21,29,0.76605224609375,-0.5318603515625,0.04339599609375,0.3582763671875
09acba667ebd45128e79582e54f36029,1745944898.043516,0,Rest,26,21,21,23,19,23,21,28,0.7659912109375,-0.5325927734375,0.0433349609375,0.35736083984375
dcb75f5ef76149c8a7c61f363e4922cc,1745944898.059953,0,Rest,23,20,21,22,19,24,26,29,0.7667236328125,-0.532470703125,0.04248046875,0.3560791015625
d7dd4f02fbe744dfbbbd7fafa30411c9,1745944898.075902,0,Rest,26,20,21,18,23,24,24,28,0.76812744140625,-0.53125,0.04150390625,0.3548583984375
61a99cc436d447d29bf8211b29d2ff10,1745944898.092519,0,Rest,28,21,23,17,22,25,25,28,0.7705078125,-0.52862548828125,0.041015625,0.353759765625
64697217ea114fe7924bbadf7ffae4f1,1745944898.125869,0,Rest,26,20,23,18,21,26,28,25,0.7730712890625,-0.5252685546875,0.04095458984375,0.35321044921875
6b165a7bfd174985948f85818007311a,1745944898.140876,0,Rest,25,21,22,21,21,23,29,25,0.774658203125,-0.5230712890625,0.040771484375,0.35296630859375
fe18263526824056997732d27aa44f36,1745944898.159231,0,Rest,27,20,22,20,24,23,26,25,0.775390625,-0.5223388671875,0.0400390625,0.3525390625
557d9de77f6a418dbf37b53e94ac5361,1745944898.175944,0,Rest,27,18,23,22,23,24,25,24,0.77569580078125,-0.52239990234375,0.03900146484375,0.3519287109375
b599245298a64d66af8d9a1158731a04,1745944898.192633,0,Rest,25,18,21,23,23,22,28,24,0.77618408203125,-0.5220947265625,0.03863525390625,0.35137939453125
96b588edecab4113b653849d99ca08a0,1745944898.209219,0,Rest,26,19,22,24,24,23,26,23,0.77691650390625,-0.5211181640625,0.03912353515625,0.35107421875
b8f16655b2fa46788a91605b039caa36,1745944898.242536,0,Rest,26,18,22,22,24,23,27,24,0.77764892578125,-0.52001953125,0.0399169921875,0.35101318359375
79482a9d9b2b45348f01081a2a1e0045,1745944898.259176,0,Rest,26,20,21,25,21,22,28,23,0.77777099609375,-0.51983642578125,0.04083251953125,0.3509521484375
668b76caf11f400bb4fd52a1c2c19a37,1745944898.27592,0,Rest,25,20,20,22,20,23,30,25,0.77691650390625,-0.52099609375,0.04132080078125,0.35101318359375
f23d2267d2714aa3ba335ea28d3184dc,1745944898.292532,0,Rest,27,18,19,23,19,23,27,24,0.77581787109375,-0.52252197265625,0.04156494140625,0.35107421875
c051322c3b384c508b6a96f345b09fc9,1745944898.325867,0,Rest,25,19,18,25,22,23,26,25,0.775390625,-0.523193359375,0.0419921875,0.35107421875
c07f9848ed3f4ddcb47cd1c2670d9874,1745944898.342521,0,Rest,28,22,21,27,32,31,24,24,0.77587890625,-0.522216796875,0.0430908203125,0.35125732421875
