id,time,gesture_id,gesture_name,s1,s2,s3,s4,s5,s6,s7,s8,quat_w,quat_x,quat_y,quat_z
80c3c553ee424f7ea978689a26b4a8a5,1745969188.717749,0,Rest,80,79,65,38,42,62,63,142,0.9827880859375,-0.03271484375,0.11663818359375,-0.13922119140625
d92b769d695549f1a21f3c04d18dc06d,1745969188.749471,0,Rest,95,77,64,42,43,78,68,240,0.98223876953125,-0.0245361328125,0.1259765625,-0.1365966796875
292f650b7ab4487091cda0231ec71bdf,1745969188.765305,0,Rest,105,79,77,49,48,80,74,265,0.9810791015625,-0.01446533203125,0.1390380859375,-0.1337890625
4b1a862fc1694b9eaa7c6bc8889aece4,1745969188.781296,0,Rest,108,70,79,57,60,81,77,278,0.97900390625,-0.002197265625,0.1561279296875,-0.1309814453125
9fb85601d1dd4ac38708d62529e349aa,1745969188.797511,0,Rest,111,64,82,59,56,78,98,344,0.97625732421875,0.0096435546875,0.173828125,-0.12860107421875
f7dff3e7c21445ccbb2961e3c2a83d5a,1745969188.82957,0,Rest,115,71,86,61,59,75,103,344,0.97296142578125,0.02154541015625,0.19134521484375,-0.12738037109375
2eb73e93c2fe4ca5aae9b83256f798ea,1745969188.845344,0,Rest,111,87,111,72,61,70,99,280,0.9698486328125,0.02935791015625,0.20660400390625,-0.1256103515625
8cfd4535671242e1a33b15e5718bb174,1745969188.861523,0,Rest,107,86,106,68,57,73,94,258,0.96685791015625,0.033203125,0.2197265625,-0.12548828125
0b9750d658344fc694509c6859f3af4e,1745969188.87733,0,Rest,111,83,101,62,47,72,88,240,0.96484375,0.0377197265625,0.22674560546875,-0.127197265625
6d03bfc1038b4fcf9501eb41cfe8f092,1745969188.893565,0,Rest,104,81,92,63,52,81,67,130,0.96331787109375,0.04425048828125,0.22918701171875,-0.1322021484375
4528b1a598934ab786f1fa2029c2a43a,1745969188.925544,0,Rest,88,75,90,62,48,89,59,134,0.96319580078125,0.0531005859375,0.2244873046875,-0.13787841796875
dce5110f776d4529ba15ba40772fc16b,1745969188.941292,0,Rest,90,51,56,45,52,81,48,119,0.9635009765625,0.05859375,0.22027587890625,-0.14019775390625
c920afc822944aa4a6bd95443e37bcc0,1745969188.957349,0,Rest,93,47,55,51,56,84,66,128,0.9639892578125,0.060302734375,0.21783447265625,-0.14007568359375
c6f7b8f2c78647868edd5913d5e7eb39,1745969188.98949,0,Rest,85,33,60,50,53,84,68,118,0.96441650390625,0.058837890625,0.21630859375,-0.13983154296875
96c8c31d5858454c92ae90db1c6a8506,1745969189.005505,0,Rest,82,37,62,46,51,76,68,116,0.96490478515625,0.05609130859375,0.21484375,-0.139892578125
4662596e14b046aaa1d1201b992ed583,1745969189.023714,0,Rest,84,40,65,52,53,67,67,110,0.96527099609375,0.05267333984375,0.2142333984375,-0.1397705078125
d41fd155597843a0a06c294a2b6cfe4f,1745969189.04932,0,Rest,67,43,65,58,52,71,69,111,0.965576171875,0.0487060546875,0.2139892578125,-0.139404296875
b02c3ded63574984bdc471a9190ff26a,1745969189.067526,0,Rest,58,39,64,55,49,58,55,90,0.96575927734375,0.04522705078125,0.21380615234375,-0.13946533203125
65ae98b1b69d436c89b3a288f724dbb1,1745969189.083976,0,Rest,51,46,58,54,49,57,51,86,0.96575927734375,0.0430908203125,0.2137451171875,-0.14013671875
ec89b745d8d14ddb8e3fa294579f9bdf,1745969189.100337,0,Rest,55,46,52,53,51,57,43,74,0.96563720703125,0.04315185546875,0.21405029296875,-0.140625
a901d206970b4859975707830715270d,1745969189.118583,0,Rest,56,52,47,62,47,57,41,78,0.96539306640625,0.044921875,0.21466064453125,-0.1409912109375
623f02efea0e477dae6bff5afdeb130a,1745969189.133592,0,Rest,56,50,48,58,41,38,41,82,0.96502685546875,0.0469970703125,0.215087890625,-0.14190673828125
020f8b40a74c439ebdfa0627f0f66fe6,1745969189.16692,0,Rest,58,52,53,70,37,36,38,82,0.9647216796875,0.04864501953125,0.2154541015625,-0.1431884765625
19bd5f2a8fcb4f2d95c7f266d7316789,1745969189.184608,0,Rest,61,51,54,75,35,37,38,82,0.96441650390625,0.04998779296875,0.21539306640625,-0.144775390625
825cedbd5e5049ebbaed304e300989ae,1745969189.203128,0,Rest,59,48,54,76,31,32,38,83,0.9642333984375,0.05108642578125,0.2147216796875,-0.1463623046875
7f53410ec314495f86e3575891e0ab82,1745969189.218961,0,Rest,65,43,48,64,32,30,40,68,0.9642333984375,0.051513671875,0.213623046875,-0.14788818359375
32b62ed0d63b4ff5995aabe950abaaa7,1745969189.250346,0,Rest,73,43,58,76,39,35,37,57,0.96435546875,0.05126953125,0.21234130859375,-0.14923095703125
c688135574eb440c8181cabf9c4904e2,1745969189.267142,0,Rest,65,42,50,71,54,46,38,56,0.964599609375,0.0504150390625,0.21026611328125,-0.15069580078125
b8e95f5b821c41d4ac63348380397066,1745969189.285814,0,Rest,62,41,56,69,67,45,47,56,0.9647216796875,0.0498046875,0.2093505859375,-0.15142822265625
44e6fbdd29c74d06ac2beac50fa4726f,1745969189.300281,0,Rest,57,41,57,70,70,46,45,49,0.96484375,0.04949951171875,0.20849609375,-0.152099609375
6f0352281cb14c2e8061eb4e17b7e4d0,1745969189.319261,0,Rest,47,32,59,71,71,47,43,48,0.96490478515625,0.04913330078125,0.207763671875,-0.15264892578125
44209afbc1ae4c46b682205253442b12,1745969189.349545,0,Rest,40,33,50,57,75,52,45,46,0.96490478515625,0.04901123046875,0.20745849609375,-0.1529541015625
16261f3d86a147119bf8f19e1a3d7dc1,1745969189.366976,0,Rest,52,30,58,51,68,45,43,40,0.96502685546875,0.048828125,0.20709228515625,-0.15289306640625
638344c054c44748821b7972ded0180e,1745969189.383596,0,Rest,56,28,56,52,59,46,32,41,0.96514892578125,0.04876708984375,0.20672607421875,-0.15264892578125
83f9bff39f9d4ab08e724cc31484531c,1745969189.400262,0,Rest,55,24,54,50,59,50,34,38,0.96527099609375,0.04876708984375,0.2064208984375,-0.15234375
d8a52eb886734ba2970b7ac599a9b4cd,1745969189.419686,0,Rest,59,31,61,57,57,59,47,42,0.96533203125,0.04852294921875,0.206298828125,-0.1519775390625
12e18876d1c642b58aa9b15a8d50fa89,1745969189.450246,0,Rest,64,32,60,60,47,54,51,42,0.96539306640625,0.04815673828125,0.206298828125,-0.1517333984375
55178e6e4e6b4fd58f6c540eec3ee711,1745969189.466975,0,Rest,61,49,68,71,56,54,54,44,0.9654541015625,0.04791259765625,0.2061767578125,-0.15167236328125
04cccacd430b42ada63f098b7efa7b1a,1745969189.484095,0,Rest,63,57,66,69,57,55,62,42,0.96551513671875,0.0474853515625,0.2060546875,-0.15155029296875
68c8744da68b43a5a15b24a68d343633,1745969189.500775,0,Rest,70,65,68,72,62,50,61,47,0.96551513671875,0.04742431640625,0.2060546875,-0.15155029296875
e000e7a1dbb847ba9a8febd1949baca8,1745969189.519935,0,Rest,67,74,61,72,69,48,55,54,0.96551513671875,0.04742431640625,0.20611572265625,-0.15155029296875
c2c4648eb2a64f7d8ad49b017f2ff73b,1745969189.550282,0,Rest,65,74,73,80,71,53,48,56,0.96551513671875,0.04742431640625,0.20611572265625,-0.15155029296875
c98cdedaa88a4e21bfe2dde76cb310f9,1745969189.567111,0,Rest,59,68,62,72,61,57,47,53,0.96551513671875,0.04742431640625,0.2061767578125,-0.15155029296875
64fdddcfad7747388c8c9442bb48b94c,1745969189.583579,0,Rest,56,62,57,71,56,57,37,51,0.9654541015625,0.04754638671875,0.206298828125,-0.1517333984375
faecd1ec47634b7b95cf79a9b1d2af7e,1745969189.600402,0,Rest,49,54,60,68,43,59,38,49,0.96539306640625,0.04779052734375,0.20648193359375,-0.15185546875
db2b5c846a144151a3c0ef83103da7e2,1745969189.633582,0,Rest,49,43,67,73,47,55,45,43,0.96527099609375,0.0482177734375,0.206787109375,-0.15203857421875
a26197c4793a40ef98674065e6e3c0e6,1745969189.650401,0,Rest,43,46,55,62,47,50,55,44,0.9652099609375,0.0484619140625,0.20703125,-0.152099609375
dfb7a193087f4b25ae85e701d2b158dc,1745969189.666914,0,Rest,44,39,54,63,49,47,52,44,0.965087890625,0.04888916015625,0.2071533203125,-0.15228271484375
2266b47bea21407ab8346341496fa516,1745969189.683812,0,Rest,41,41,56,60,50,44,51,49,0.96502685546875,0.0491943359375,0.20721435546875,-0.15252685546875
15cb73ffa6d94cceb7ef365e40c800ae,1745969189.717124,0,Rest,41,46,60,64,58,41,54,46,0.96490478515625,0.05029296875,0.20709228515625,-0.153076171875
44b34426dbe742cc8f1a0066d9a3efd5,1745969189.720422,0,Rest,43,41,49,58,55,37,51,39,0.96490478515625,0.05029296875,0.20709228515625,-0.153076171875
70abdd24a8034c30836fd19c8b276a92,1745969189.750463,0,Rest,44,47,59,82,61,37,42,39,0.96490478515625,0.05084228515625,0.20703125,-0.15325927734375
dda6b092b63248b0aaae2af78a163ac1,1745969189.767053,0,Rest,40,48,58,84,58,36,45,44,0.96484375,0.05145263671875,0.2069091796875,-0.15338134765625
b4bf3913f096450aac8cb81b6e6d2b05,1745969189.786003,0,Rest,44,53,60,92,61,43,45,39,0.96490478515625,0.05169677734375,0.20623779296875,-0.15374755859375
8e2733c50c1b44cc9df06b69b7bfe7f2,1745969189.800253,0,Rest,45,50,58,94,58,43,44,55,0.9649658203125,0.0518798828125,0.20599365234375,-0.15380859375
b31acc06ebcb4102912e78ccdf13c47f,1745969189.833911,0,Rest,47,54,59,91,54,45,37,58,0.9649658203125,0.05218505859375,0.20574951171875,-0.1539306640625
a2e0889a0b0a4341a7b8fd38d6b693c1,1745969189.850242,0,Rest,42,49,52,71,45,43,42,61,0.96502685546875,0.0523681640625,0.20562744140625,-0.1539306640625
1c5e336b63304e94903060f18223a4dc,1745969189.867953,0,Rest,47,49,53,66,49,48,44,59,0.96502685546875,0.05255126953125,0.2054443359375,-0.1539306640625
6d85af91d90543b49d84d7ec72e8c6e2,1745969189.896959,0,Rest,42,41,64,56,49,51,49,60,0.965087890625,0.0526123046875,0.20526123046875,-0.1539306640625
47bcaf8bdd644a879079127c67e71d1b,1745969189.922959,0,Rest,42,43,61,53,47,52,49,52,0.96502685546875,0.05255126953125,0.20550537109375,-0.1536865234375
c2c6ba2c63bc44d5bcb46d8b35543fec,1745969189.932308,0,Rest,42,39,63,51,47,48,49,54,0.96502685546875,0.05255126953125,0.20550537109375,-0.1536865234375
2188fc84ab964b4bb3a178fad38aeb51,1745969189.948184,0,Rest,48,40,63,51,52,54,57,50,0.96502685546875,0.052490234375,0.2056884765625,-0.15350341796875
86641890ed9949768a5f38daf5c1c0d5,1745969189.964049,0,Rest,60,40,61,51,48,50,58,48,0.965087890625,0.05206298828125,0.20587158203125,-0.15325927734375
77f8e08922ea4efbb2eff812f7f32733,1745969189.979873,0,Rest,73,47,51,59,49,46,55,51,0.965087890625,0.05169677734375,0.20599365234375,-0.15301513671875
14e64689957e45ce8cd1e13974e611d4,1745969190.011497,0,Rest,73,45,46,56,49,49,53,46,0.965087890625,0.05108642578125,0.20648193359375,-0.15264892578125
235550ba11f0473b912bd562b20de65b,1745969190.027176,0,Rest,70,43,46,66,46,52,54,57,0.965087890625,0.0506591796875,0.2066650390625,-0.152587890625
f4c89d13480b4712a1289400533812e6,1745969190.04315,0,Rest,67,39,45,68,48,50,42,60,0.965087890625,0.05029296875,0.2066650390625,-0.152587890625
5fa00b43141f489e82c16b549cf0e03c,1745969190.075012,0,Rest,56,46,57,65,50,50,36,60,0.96514892578125,0.04998779296875,0.20660400390625,-0.15252685546875
fe59f1b7b9bf4332a7cff5280857c4f5,1745969190.092981,0,Rest,42,42,53,55,46,46,35,58,0.96514892578125,0.0498046875,0.20648193359375,-0.152587890625
bf8f1996546d4c29b95687887215e787,1745969190.106991,0,Rest,39,49,53,49,43,43,34,56,0.96514892578125,0.04986572265625,0.20635986328125,-0.1527099609375
9d64d653a6ce48fcbcabe25814c811ed,1745969190.127023,0,Rest,39,50,52,40,53,47,33,53,0.96514892578125,0.050048828125,0.206298828125,-0.15301513671875
3dc80cefc9944d25bb2b087bc7aa405f,1745969190.167285,0,Rest,44,50,52,41,52,48,37,52,0.965087890625,0.05029296875,0.20611572265625,-0.15338134765625
acaea6bb99794ed3beaa0be3644887bb,1745969190.175483,0,Rest,42,42,45,40,49,63,38,51,0.965087890625,0.05047607421875,0.20587158203125,-0.15362548828125
d42a77d6d03f4481b2b4cd0cfd93950e,1745969190.183816,0,Rest,40,47,62,52,52,69,43,54,0.965087890625,0.0506591796875,0.2056884765625,-0.15380859375
066e321da6b7418ca32fa0a1b6da005c,1745969190.216029,0,Rest,50,47,64,57,52,68,48,56,0.965087890625,0.05078125,0.205322265625,-0.15411376953125
f54068271950441f8bc81f9e0625ac21,1745969190.231946,0,Rest,51,55,61,56,45,64,50,47,0.96514892578125,0.05078125,0.2049560546875,-0.15447998046875
1d8970219fb844b69265e380ff88b6e4,1745969190.248142,0,Rest,45,56,61,53,44,60,54,41,0.96514892578125,0.05096435546875,0.20465087890625,-0.1546630859375
ae2b1dfd30eb4e1e9196fd351c388480,1745969190.264006,0,Rest,51,56,56,58,44,45,53,39,0.96514892578125,0.0511474609375,0.2044677734375,-0.15484619140625
08fea84bf02f40abab702f6a34815d21,1745969190.27993,0,Rest,53,49,39,59,50,32,49,37,0.96514892578125,0.05133056640625,0.204345703125,-0.15496826171875
34fdf984c1ba4d31ab1be8db29f6ce35,1745969190.316036,0,Rest,54,40,42,60,52,36,50,41,0.96514892578125,0.05133056640625,0.204345703125,-0.15496826171875
85eb5d935fb940be8d45565ec61c6061,1745969190.328048,0,Rest,57,31,52,59,51,40,46,43,0.96514892578125,0.05133056640625,0.20440673828125,-0.15496826171875
