Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Label
-2,-8,-3,-2,-1,-2,-1,-2,-1,1,7,0,-1,-1,-2,-1,0
1,-2,-4,-2,-1,0,-1,0,-2,0,-1,2,0,0,-1,0,0
-1,2,3,1,-1,-1,-2,0,-1,-1,0,-1,-3,-2,-1,-1,0
-1,0,-7,0,-2,-2,-2,0,-2,-4,3,-2,1,-2,-1,-3,0
-1,-5,-11,-5,1,0,-2,-2,0,1,-2,-1,1,0,1,0,0
0,-3,-1,1,0,1,-3,-2,-3,-4,-3,0,-1,-1,-1,0,0
-1,3,3,0,-1,-2,-1,0,0,-1,1,-2,-2,0,1,-3,0
-2,-3,4,3,-1,-4,-1,-1,2,4,-4,-3,-1,-1,2,-1,0
-2,-3,-2,-4,1,0,0,-1,-1,-2,-6,1,0,-1,-1,-2,0
-2,1,1,-2,-3,1,0,0,-1,-1,1,0,-1,-1,-1,-1,0
-2,5,3,0,-2,-2,0,-1,-3,-2,-1,3,1,0,1,1,0
-2,-2,-3,-3,-1,-2,-1,-2,0,0,-9,-1,0,0,0,-2,0
1,2,3,0,-1,-2,-2,-1,-2,1,6,1,1,1,-1,-1,0
-1,-3,-3,-2,-1,-1,-2,0,1,1,4,-3,-1,-2,0,0,0
-1,-3,-14,-1,-1,-1,0,-3,1,1,3,-1,0,0,-2,-1,0
1,-2,9,-2,0,0,0,1,-3,2,-8,-1,-1,-2,-1,-3,0
0,2,5,1,-2,1,0,0,-1,-6,0,2,-1,-2,-1,-2,0
-1,1,-9,-4,-1,0,-1,-2,1,-3,4,-2,-2,0,-1,-1,0
0,-1,1,0,-1,-1,0,0,1,2,3,-1,-1,-2,-1,-1,0
-1,1,4,2,0,-1,-1,0,-1,-8,-7,-1,-2,-2,0,0,0
-3,2,-2,-1,1,0,0,-3,1,-2,-10,-2,-2,0,-1,0,0
-4,-4,2,0,0,-1,0,-3,1,2,3,-1,1,-1,-3,-1,0
-1,4,2,-1,-1,0,0,-1,-2,-8,1,-1,-1,-2,1,-2,0
-1,-1,-6,-1,-1,-2,-2,0,-4,-4,2,0,-2,-2,-1,1,0
0,0,-2,-2,-1,0,-2,1,-2,3,0,-2,1,-1,-2,-3,0
1,4,1,0,-1,-2,-2,0,-2,-8,-3,-1,0,0,-1,-3,0
1,0,1,-1,-1,1,-3,1,-2,-1,-3,0,0,-1,0,-1,0
2,1,2,-3,-1,-2,-1,1,1,2,-3,-2,-1,-3,-1,1,0
-2,-5,0,-2,-1,-1,0,0,-2,1,-3,1,-1,0,-1,-3,0
0,1,2,2,0,-2,0,-1,-2,-8,-9,-1,-3,0,-1,-2,0
0,-3,2,1,-1,-1,-2,-1,2,-2,-6,-5,-2,0,-1,0,0
-1,4,6,2,0,1,1,-2,-1,1,-6,-3,0,0,0,0,0
-3,2,2,3,-1,0,0,-1,-1,1,3,-1,-2,0,-3,-1,0
-1,-4,-5,-2,0,0,-2,-2,0,3,19,1,-1,-2,-1,0,0
-1,-2,-6,-2,0,-4,0,-2,-1,1,-2,-4,0,-2,0,-1,0
-2,1,-8,-3,-2,-2,0,1,-1,-6,-1,3,1,-2,-1,-1,0
-2,1,1,-2,-2,-2,-2,-2,-2,-2,-6,0,1,0,-1,-3,0
-1,0,1,-2,-2,-1,0,0,0,3,-4,-1,-1,0,-2,-2,0
0,-8,-7,-4,-2,0,1,-1,1,-3,2,1,-1,-3,-2,-2,0
0,-1,2,-1,-1,-1,-1,-1,1,6,5,5,0,0,-2,-1,0
-1,-2,-3,-3,0,0,-1,-2,-2,-3,-3,-4,-3,0,-3,0,0
-3,-2,-3,-1,-2,-2,-1,-2,-3,0,-1,-2,-1,-2,-1,-1,0
-1,-3,7,5,1,-1,-1,-1,1,-1,-7,-3,0,0,0,0,0
1,-3,-3,-3,-2,-1,-1,-2,0,-1,-1,-3,-2,0,1,0,0
0,2,-1,-3,-1,0,-1,0,1,4,8,1,-1,1,-1,-1,0
0,1,-1,1,0,-2,-1,1,-3,-6,-12,-2,-1,1,-3,-3,0
0,2,-1,-4,0,-1,-1,-1,-2,-2,3,1,-4,-2,-1,1,0
-1,3,-6,0,-1,0,-1,0,-3,-10,-3,3,0,0,-1,-3,0
-1,-2,-3,0,-2,-1,-1,-1,-3,-2,-6,-7,0,0,1,-2,0
0,3,4,-1,-2,-1,-1,-2,-2,10,5,-3,-1,-3,1,-1,0
-1,-8,-1,0,-1,0,-2,-2,-1,1,-7,1,-1,-1,-1,-1,0
-1,-8,4,0,1,-2,-3,-1,0,0,1,-1,0,0,-2,-1,0
1,4,3,-1,-1,-1,-1,-1,0,-1,1,0,-1,-3,0,0,0
-3,-9,-13,-1,0,2,-1,-3,1,-1,2,-1,-3,-1,-1,0,0
-2,-2,0,-1,0,0,-2,-1,-1,1,-10,2,-2,-1,-1,1,0
-2,1,4,-1,-2,-1,0,-1,0,1,-1,-1,-2,-2,-1,-2,0
-1,-3,-5,-5,-1,-1,0,0,-3,-4,-2,0,-1,-1,-2,-2,0
-2,-1,-1,0,0,-1,0,-1,-3,1,0,-1,-1,-1,0,1,0
0,5,7,0,-1,-2,-1,-1,-2,-7,0,0,0,1,0,-1,0
0,-2,-11,-5,0,-1,-2,-1,0,0,11,1,-2,0,-1,-1,0
-1,4,-4,-1,1,-2,-2,-1,-1,1,2,-1,-1,-1,0,-2,0
-1,-1,-3,-1,-2,-2,-1,-1,0,-2,-4,-1,0,-1,0,0,0
-2,0,-2,2,-1,0,0,-1,1,-1,-3,1,-1,-1,-1,1,0
-1,-2,-1,-4,-3,-1,0,-1,-2,-8,-7,-3,-2,-2,-1,-1,0
1,-4,-5,0,-1,-1,-1,-1,-1,0,5,-2,0,-1,-3,-1,0
-2,2,-1,0,-1,0,0,-1,-2,5,-1,-3,-1,0,0,0,0
-1,-1,-7,-3,0,-2,-1,-1,0,-6,-4,-3,-1,-2,-1,-2,0
-1,1,3,0,-2,-1,0,-2,-1,-1,-4,-1,-2,0,-1,1,0
0,-3,-2,1,-1,0,0,-1,-1,9,11,0,0,0,0,-1,0
0,-7,-2,0,0,-1,-1,0,0,-2,-2,-2,0,0,0,0,0
-1,4,1,-1,-1,-3,-1,0,-4,-13,-15,-3,-4,0,-1,-1,0
-2,3,7,-1,0,-1,2,-1,0,4,-1,-1,0,0,-2,-1,0
2,4,2,-2,-1,0,-1,1,2,3,7,4,-1,1,0,-2,0
0,3,-4,-2,0,-1,-2,-1,-1,-7,-5,-3,-1,-1,-1,-2,0
-2,-2,-2,-2,0,0,-1,-2,-1,2,0,-2,-1,-1,-1,-2,0
1,-1,2,0,-3,0,0,-2,-1,-3,-2,-2,-1,-1,-2,-2,0
-1,-2,-4,0,-3,-2,-1,-1,1,-2,1,-1,0,-1,-1,-1,0
0,-2,-5,-2,2,0,0,0,0,4,0,0,-2,0,-2,0,0
-1,1,1,-2,0,0,0,0,0,-1,0,-1,0,-2,-3,0,0
0,1,2,-1,-2,-1,-1,2,-2,-4,-3,0,1,1,-2,-1,0
-3,-4,-3,1,-1,0,-1,0,0,5,4,-2,1,0,-1,0,0
1,3,-1,1,0,0,-2,0,-3,-12,-18,-5,-3,-2,-2,0,0
-1,0,8,1,0,0,-2,0,-1,-4,-10,-4,-2,-1,-1,-2,0
-1,1,-5,-2,-1,0,-2,-2,0,7,9,5,0,-2,1,-1,0
0,-4,3,-2,-1,0,0,0,0,2,0,-6,-1,-2,-1,1,0
-3,-2,-4,-1,-1,-1,0,-2,1,3,-3,0,0,-1,0,-3,0
-3,-10,-7,2,1,-1,0,-4,-1,0,9,5,-1,-1,-1,-1,0
1,-3,3,-1,-1,-1,-1,0,0,2,-4,-6,-1,-1,-1,-1,0
2,-4,-5,-1,-2,0,-2,-1,-1,3,-1,-1,0,-1,-2,0,0
-2,-3,-2,0,-1,-1,-1,-1,-2,2,1,1,-1,-2,-2,-2,0
-1,2,-1,-2,0,-1,-2,-2,1,0,-3,1,1,0,0,0,0
-5,-10,-6,-5,-2,-1,-2,-1,-1,-2,4,-1,0,-1,0,0,0
2,3,2,-2,-3,-3,-1,0,-2,0,6,1,0,0,-1,-1,0
-2,-2,-12,-3,-1,-3,-1,0,-2,1,1,1,-1,0,1,-1,0
0,1,-1,-4,-1,-1,0,-2,-2,-5,-11,-5,-1,1,0,-3,0
-1,-2,8,-1,-1,0,-1,-1,-2,-5,-14,-2,1,-1,-2,-2,0
-2,3,0,1,-3,-2,-2,0,-1,3,1,0,-1,-1,-1,1,0
-1,-1,9,2,1,-2,-1,-2,-1,-4,0,-2,-1,-1,0,0,0
-2,5,3,0,-1,1,-1,-2,-3,-15,-9,-5,-1,-1,-1,-2,0
0,1,-2,0,-1,-1,-1,0,1,1,3,-1,-1,-2,-1,1,0
1,4,-2,0,-1,-1,-2,2,0,-6,8,-2,-1,-1,0,0,0
0,1,-4,2,1,-1,0,-1,0,-4,13,-1,0,1,0,0,0
-3,-4,-16,-4,-1,-1,0,0,1,3,2,0,-1,-1,0,0,0
-2,-2,-3,-1,-1,2,2,-3,0,3,1,-2,0,0,-3,-1,0
-2,-9,0,0,-1,-3,-2,-1,0,-2,-6,0,0,-2,-1,-1,0
-1,-1,-4,-3,-1,-2,0,0,0,-1,-1,-1,-2,-3,0,-1,0
0,-1,3,-1,-1,0,1,-1,1,4,5,1,-1,-2,-2,-3,0
0,-4,3,3,-1,1,0,-2,-1,-4,-17,-8,-1,-3,-1,-1,0
0,-1,-2,2,0,-1,0,-1,-2,-1,-10,-3,-2,0,-3,-2,0
-1,0,7,1,-1,0,-1,-2,0,-1,6,3,-3,0,-1,-2,0
0,-1,-1,-2,-1,-3,-2,-2,-1,2,-2,-1,0,0,0,0,0
1,2,1,-2,-1,0,0,0,-1,-2,2,2,0,0,-1,0,0
-1,0,-6,-3,-2,-2,-1,-2,-2,2,4,0,-3,-2,-2,2,0
1,-1,-7,-2,-1,-3,-1,-1,-1,-6,-4,-1,-1,-1,-1,-1,0
0,0,0,0,-2,-1,0,-2,-1,-2,0,-1,1,-1,0,0,0
0,1,-2,-3,-1,-3,0,-1,1,6,9,0,0,0,-1,-1,0
-1,-10,3,1,1,-1,-1,-1,-1,1,-6,-2,-1,-3,0,-2,0
-2,-1,-2,-1,-2,0,-1,-1,-1,3,-2,3,-2,0,0,-2,0
-1,0,1,0,-2,1,-1,-1,-2,0,10,4,-1,0,-1,-3,0
0,0,-7,-4,0,-3,-3,0,0,-1,-5,-4,-1,-2,-2,-1,0
-1,-4,9,-2,-1,-2,0,0,-1,-1,-10,-3,-2,-2,-2,-1,0
-1,-2,-6,-2,-1,0,-1,-2,-3,-1,-3,-2,1,-1,0,-1,0
-1,1,3,-3,0,-1,-1,-1,1,1,7,2,-1,-2,1,-2,0
-2,1,0,-1,-2,-2,-1,0,-1,-1,-2,0,-1,-1,-2,0,0
-1,4,2,1,1,-1,0,-2,-3,-7,-18,-3,-3,-1,-1,-2,0
-2,-2,2,-2,-1,-2,-3,-2,0,3,7,0,-1,-3,0,1,0
-1,-5,-2,-1,0,-2,0,0,2,0,-2,-3,-3,-2,-1,0,0
